CLAIM DATE,TRADECODE,STATE,Completed,EasePlacing,TimetoSolution,CompleteSolution,ContractorKnowledge,ProfessionalContracter,KeptInformed,OverallSat,RenewalLiklhd,channel,cont_id,q10new,RenewalDate,Renewal,CustSatQual
3/18/2013,Appliance,TX,1,5,4,3,2,2,1,2,2,Direct To Consumer,10351110701,3,9/28/2013,1,Dissatisfied
3/28/2013,Pool or Spa,TX,1,5,4,5,5,4,4,5,5,Renewal,10048926811,10,9/28/2013,1,Very Satisfied
4/10/2013,Air Conditioning,TX,1,4,5,5,5,5,3,1,5,Renewal,10048935512,9,9/28/2013,1,Very Dissatisfied
5/1/2013,Air Conditioning,AR,1,5,5,5,4,4,5,5,5,Renewal,10294671803,10,9/28/2013,1,Very Satisfied
5/6/2013,Electrical,OH,1,5,5,5,5,5,4,5,5,Renewal,10324593902,10,9/28/2013,1,Very Satisfied
5/12/2013,Appliance,AR,1,5,3,4,5,5,4,5,5,Renewal,10077451209,9,9/28/2013,1,Very Satisfied
5/13/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Direct To Consumer,10351238001,10,9/28/2013,1,Very Satisfied
5/23/2013,Air Conditioning,TN,1,3,NA,NA,NA,NA,NA,9,4,Renewal,10324516302,8,9/28/2013,1,Very Dissatisfied
6/3/2013,Appliance,CA,1,4,5,5,5,5,5,5,4,Direct To Consumer,10351351001,9,9/28/2013,1,Very Satisfied
6/6/2013,Air Conditioning,TX,1,4,5,5,5,5,5,5,4,Renewal,10039505606,9,9/28/2013,1,Very Satisfied
6/10/2013,Appliance,MO,1,5,5,5,5,5,5,5,5,Direct To Consumer,10351230501,10,9/28/2013,1,Very Satisfied
6/14/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10049873808,9,9/28/2013,1,Very Satisfied
6/16/2013,Appliance,CA,1,5,5,5,5,5,5,5,5,Renewal,10272478204,10,9/28/2013,1,Very Satisfied
6/18/2013,Air Conditioning,TX,2,5,5,5,5,5,5,4,5,Renewal,10298646803,10,9/28/2013,1,Satisfied
6/18/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10048876213,10,9/28/2013,1,Very Satisfied
6/28/2013,Pool or Spa,TX,2,4,4,1,4,1,1,3,3,Renewal,10297746503,4,9/28/2013,1,Neutral
6/28/2013,Appliance,AZ,1,NA,NA,NA,NA,NA,NA,5,5,Renewal,10102459708,10,9/28/2013,1,Very Satisfied
7/8/2013,Plumbing,TX,1,5,5,5,5,5,5,5,5,Direct To Consumer,10351164101,9,9/28/2013,1,Very Satisfied
7/8/2013,Plumbing,CA,1,5,5,5,5,5,3,5,4,Renewal,10298033603,8,9/28/2013,1,Very Satisfied
7/9/2013,M,OR,1,5,4,3,1,1,1,2,2,Direct To Consumer,10018436405,2,9/28/2013,1,Dissatisfied
7/17/2013,Appliance,FL,1,5,5,5,1,1,5,5,5,Renewal,10243389105,10,9/28/2013,1,Very Satisfied
7/18/2013,Air Conditioning,NC,1,5,5,5,5,5,5,5,5,Renewal,10298061603,10,9/28/2013,1,Very Satisfied
8/7/2013,M,OH,1,4,3,5,5,5,3,4,5,Renewal,10310027302,10,9/28/2013,1,Satisfied
8/12/2013,Air Conditioning,AZ,1,5,5,5,5,5,3,4,4,Renewal,10313795602,8,9/28/2013,1,Satisfied
8/15/2013,Plumbing,AZ,1,5,5,5,5,5,5,5,5,Renewal,10271098904,10,9/28/2013,1,Very Satisfied
9/3/2013,M,CA,2,2,2,1,9,3,1,2,2,Renewal,10165854909,1,9/28/2013,1,Dissatisfied
9/5/2013,Appliance,TX,1,5,5,5,5,5,5,5,5,Direct To Consumer,10351354201,10,9/28/2013,1,Very Satisfied
9/8/2013,Air Conditioning,CA,1,5,5,5,5,5,5,4,5,Renewal,10167536510,7,9/28/2013,1,Satisfied
9/9/2013,Air Conditioning,FL,1,3,3,1,3,4,1,3,5,Real Estate,10353886301,6,9/28/2013,1,Neutral
9/11/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10323505502,8,9/28/2013,1,Very Satisfied
9/13/2013,Plumbing,AZ,1,NA,NA,NA,NA,NA,NA,5,NA,Renewal,10297734803,9,9/28/2013,1,Very Satisfied
9/27/2013,Air Conditioning,TX,2,2,1,1,1,1,1,1,1,Renewal,10025266006,0,9/28/2013,1,Very Dissatisfied
1/17/2013,Air Conditioning,MD,1,4,5,4,3,4,4,4,4,Renewal,10074808006,7,9/29/2013,1,Satisfied
2/16/2013,M,FL,1,5,5,5,5,5,5,5,5,Renewal,10323574102,10,9/29/2013,1,Very Satisfied
5/23/2013,Appliance,CA,1,5,5,5,5,4,4,5,5,Renewal,10243502205,10,9/29/2013,1,Very Satisfied
9/9/2013,M,VA,2,5,5,5,9,9,5,9,1,Renewal,10297279703,97,9/29/2013,1,Very Dissatisfied
9/26/2013,Plumbing,TX,1,5,5,5,5,5,5,5,5,Renewal,10243886605,10,9/29/2013,1,Very Satisfied
1/7/2013,Roof,AZ,1,4,4,4,3,1,4,1,2,Real Estate,10353244301,3,9/30/2013,1,Very Dissatisfied
4/22/2013,Air Conditioning,TX,1,4,4,4,4,4,3,3,3,Renewal,10325890102,6,9/30/2013,1,Neutral
8/6/2013,Plumbing,UT,2,NA,NA,NA,NA,NA,NA,1,2,Real Estate,10352164501,3,9/30/2013,1,Very Dissatisfied
9/30/2013,Plumbing,CA,2,5,5,4,5,5,4,4,5,Renewal,10165205910,9,9/30/2013,1,Satisfied
1/1/2013,Garage Door Opener,AR,1,5,5,5,5,5,5,5,5,Direct To Consumer,10354001501,10,10/1/2013,1,Very Satisfied
1/14/2013,Appliance,AZ,1,4,4,4,4,5,4,4,4,Real Estate,10350035801,7,10/1/2013,1,Satisfied
1/19/2013,Plumbing,SC,1,4,4,4,3,4,4,5,5,Renewal,10296689703,10,10/1/2013,1,Very Satisfied
1/28/2013,Air Conditioning,OH,1,5,5,5,5,5,5,5,5,Real Estate,10354273301,8,10/1/2013,1,Very Satisfied
2/12/2013,Air Conditioning,CA,1,5,5,5,5,5,4,5,4,Direct To Consumer,10347943201,10,10/1/2013,1,Very Satisfied
3/7/2013,Plumbing,CA,1,4,4,2,4,4,2,5,5,Direct To Consumer,10171888208,10,10/1/2013,1,Very Satisfied
3/8/2013,Plumbing,AZ,2,9,5,3,1,1,5,2,5,Direct To Consumer,10350051401,8,10/1/2013,1,Dissatisfied
3/11/2013,Appliance,FL,2,NA,NA,NA,NA,NA,NA,9,1,Direct To Consumer,10351480401,97,10/1/2013,1,Very Dissatisfied
3/12/2013,M,CA,2,4,4,2,4,3,3,2,3,Renewal,10165539912,6,10/1/2013,1,Dissatisfied
3/18/2013,M,CA,1,5,5,5,5,5,4,5,4,Renewal,10297997603,8,10/1/2013,1,Very Satisfied
3/23/2013,Appliance,CA,1,5,4,4,5,5,4,4,5,Renewal,10162891811,9,10/1/2013,1,Satisfied
3/25/2013,Appliance,CA,1,5,5,5,5,5,5,5,4,Renewal,10165468513,8,10/1/2013,1,Very Satisfied
3/26/2013,Air Conditioning,NC,1,NA,NA,NA,NA,NA,NA,NA,NA,Renewal,10323648202,NA,10/1/2013,1,Very Dissatisfied
4/29/2013,Appliance,CA,1,5,5,5,5,5,5,5,5,Direct To Consumer,10352438201,10,10/1/2013,1,Very Satisfied
5/28/2013,M,TX,2,4,4,1,2,2,3,1,2,Renewal,10298329703,0,10/1/2013,1,Very Dissatisfied
6/6/2013,Air Conditioning,MS,1,5,5,5,5,5,5,5,3,Renewal,10272128304,10,10/1/2013,1,Very Satisfied
6/10/2013,Air Conditioning,GA,1,3,4,1,4,2,4,2,1,Renewal,10271346104,0,10/1/2013,1,Dissatisfied
6/12/2013,Plumbing,TX,1,5,5,5,5,3,5,5,5,Renewal,10049462209,10,10/1/2013,1,Very Satisfied
6/27/2013,Air Conditioning,TX,1,5,5,5,5,5,9,5,5,Direct To Consumer,10351609101,10,10/1/2013,1,Very Satisfied
6/30/2013,Air Conditioning,CA,2,NA,NA,NA,NA,NA,NA,1,NA,Renewal,10293055803,9,10/1/2013,1,Very Dissatisfied
6/30/2013,Air Conditioning,AZ,1,5,4,2,3,2,4,2,5,Renewal,10270958004,10,10/1/2013,1,Dissatisfied
7/18/2013,Air Conditioning,MO,1,3,4,5,5,5,5,5,5,Real Estate,10351616101,10,10/1/2013,1,Very Satisfied
8/19/2013,Electrical,AR,1,2,4,4,4,4,3,4,5,Renewal,10075292209,9,10/1/2013,1,Satisfied
8/20/2013,Appliance,TX,2,NA,NA,NA,NA,NA,NA,1,NA,Direct To Consumer,10349249001,0,10/1/2013,1,Very Dissatisfied
1/14/2013,Appliance,CA,1,5,5,5,5,5,4,4,5,Renewal,10321516302,10,10/2/2013,1,Satisfied
1/15/2013,Plumbing,CA,1,5,5,5,5,5,5,5,5,Direct To Consumer,10355724301,8,10/2/2013,1,Very Satisfied
3/28/2013,Plumbing,NV,1,5,5,5,4,3,4,2,3,Renewal,10324742802,5,10/2/2013,1,Dissatisfied
5/6/2013,Air Conditioning,AZ,1,5,5,5,5,5,5,5,5,Renewal,10298560003,10,10/2/2013,1,Very Satisfied
6/12/2013,Air Conditioning,FL,1,NA,NA,NA,NA,NA,NA,5,NA,Renewal,10323650702,9,10/2/2013,1,Very Satisfied
7/2/2013,Air Conditioning,CA,1,5,5,5,5,5,5,5,4,Renewal,10324338802,9,10/2/2013,1,Very Satisfied
7/15/2013,Plumbing,TX,1,5,5,5,5,5,5,5,5,Direct To Consumer,10311806602,10,10/2/2013,1,Very Satisfied
8/5/2013,Air Conditioning,TX,1,4,3,3,3,3,2,3,2,Renewal,10244150405,5,10/2/2013,1,Neutral
8/10/2013,Appliance,TN,1,5,NA,NA,NA,NA,NA,5,5,Renewal,10314149002,10,10/2/2013,1,Very Satisfied
9/20/2013,M,FL,2,3,1,2,4,3,1,1,3,Renewal,10023698306,4,10/2/2013,1,Very Dissatisfied
2/15/2013,Plumbing,CA,1,NA,NA,NA,NA,NA,NA,4,5,Renewal,10180102909,8,10/3/2013,1,Satisfied
3/28/2013,M,TX,2,NA,NA,NA,NA,NA,NA,4,NA,Renewal,10324403402,10,10/3/2013,1,Satisfied
5/11/2013,Air Conditioning,TX,1,5,5,5,5,5,4,5,4,Renewal,10048489216,7,10/3/2013,1,Very Satisfied
6/10/2013,Air Conditioning,TX,1,5,4,1,4,4,1,1,3,Renewal,10288244703,1,10/3/2013,1,Very Dissatisfied
7/3/2013,Air Conditioning,OR,1,4,5,5,5,5,4,5,5,Real Estate,10352849801,10,10/3/2013,1,Very Satisfied
7/22/2013,Air Conditioning,AZ,1,4,4,1,1,2,3,2,3,Real Estate,10353769401,4,10/3/2013,1,Dissatisfied
8/6/2013,Plumbing,CA,1,5,5,5,5,5,5,5,5,Renewal,10159152706,10,10/3/2013,1,Very Satisfied
8/28/2013,Air Conditioning,CA,1,2,1,2,1,1,1,1,1,Renewal,10283346903,0,10/3/2013,1,Very Dissatisfied
9/3/2013,Appliance,OR,1,4,3,5,5,5,4,4,3,Real Estate,10355109201,8,10/3/2013,1,Satisfied
9/10/2013,Appliance,CA,2,4,3,1,1,3,1,1,3,Renewal,10164709208,3,10/3/2013,1,Very Dissatisfied
9/10/2013,Plumbing,NV,1,5,NA,NA,NA,NA,NA,5,5,Real Estate,10353784101,10,10/3/2013,1,Very Satisfied
10/1/2013,Appliance,TX,1,5,5,5,5,5,5,5,5,Renewal,10244361905,10,10/3/2013,1,Very Satisfied
1/7/2013,Appliance,CA,2,5,5,5,5,5,5,5,5,Renewal,10268457804,10,10/4/2013,1,Very Satisfied
2/27/2013,M,AZ,1,5,5,5,5,5,5,5,5,Direct To Consumer,10351520501,10,10/4/2013,1,Very Satisfied
3/1/2013,Appliance,IN,1,5,3,2,9,9,1,2,3,Direct To Consumer,10354579001,5,10/4/2013,1,Dissatisfied
3/9/2013,Pool or Spa,TX,1,5,5,5,5,5,5,4,4,Renewal,10047380007,8,10/4/2013,1,Satisfied
3/16/2013,Appliance,MI,1,4,NA,NA,NA,NA,NA,5,4,Renewal,10325299402,9,10/4/2013,1,Very Satisfied
3/23/2013,Plumbing,VA,1,3,5,5,5,5,5,5,5,Renewal,10272945204,9,10/4/2013,1,Very Satisfied
4/7/2013,Appliance,AZ,1,5,5,5,5,5,5,5,5,Direct To Consumer,10351236201,10,10/4/2013,1,Very Satisfied
4/21/2013,Air Conditioning,CA,2,2,NA,NA,NA,NA,NA,2,1,Renewal,10300277803,97,10/4/2013,1,Dissatisfied
5/14/2013,Air Conditioning,CA,1,NA,NA,NA,NA,NA,NA,2,NA,Renewal,10323737702,0,10/4/2013,1,Dissatisfied
5/18/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10324336402,10,10/4/2013,1,Very Satisfied
6/3/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10050095208,10,10/4/2013,1,Very Satisfied
6/4/2013,Air Conditioning,SC,1,5,5,5,5,5,5,5,5,Real Estate,10353696501,10,10/4/2013,1,Very Satisfied
6/14/2013,M,CA,2,4,3,3,3,3,3,9,3,Renewal,10191031519,97,10/4/2013,1,Very Dissatisfied
6/18/2013,Air Conditioning,AZ,1,5,NA,NA,NA,NA,NA,5,5,Renewal,10325098802,10,10/4/2013,1,Very Satisfied
6/25/2013,Air Conditioning,VA,1,5,5,4,4,5,5,5,4,Renewal,10324761502,9,10/4/2013,1,Very Satisfied
6/29/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10324765302,10,10/4/2013,1,Very Satisfied
7/25/2013,Appliance,CA,1,5,5,5,5,5,5,5,5,Renewal,10246761205,10,10/4/2013,1,Very Satisfied
8/29/2013,Air Conditioning,GA,1,5,5,5,5,5,5,4,1,Direct To Consumer,10351599201,3,10/4/2013,1,Satisfied
9/24/2013,Garage Door Opener,TX,1,5,5,5,5,5,5,5,5,Renewal,10244342605,10,10/4/2013,1,Very Satisfied
9/28/2013,Plumbing,CA,1,5,3,5,5,4,2,4,5,Renewal,10162898811,8,10/4/2013,1,Satisfied
10/21/2013,Air Conditioning,TX,2,NA,NA,NA,NA,NA,NA,4,4,Renewal,10051157309,9,10/4/2013,1,Satisfied
1/15/2013,Plumbing,FL,1,5,5,5,5,5,5,5,5,Renewal,10017628207,10,10/5/2013,1,Very Satisfied
1/28/2013,Appliance,VA,1,5,5,5,5,5,5,5,3,Direct To Consumer,10315144802,10,10/5/2013,1,Very Satisfied
2/6/2013,Well Pump,NC,1,5,4,5,5,5,5,5,5,Renewal,10297414003,9,10/5/2013,1,Very Satisfied
2/27/2013,Air Conditioning,TX,1,5,4,5,5,5,1,5,3,Direct To Consumer,10351788801,9,10/5/2013,1,Very Satisfied
4/21/2013,Appliance,TX,1,4,5,5,5,5,9,5,4,Renewal,10049896208,6,10/5/2013,1,Very Satisfied
5/6/2013,Electrical,ID,1,NA,NA,NA,NA,NA,NA,5,5,Direct To Consumer,10352800201,97,10/5/2013,1,Very Satisfied
6/3/2013,Appliance,TX,1,5,3,5,5,5,3,5,5,Renewal,10050063008,10,10/5/2013,1,Very Satisfied
6/7/2013,Appliance,TX,1,5,5,5,5,5,5,5,5,Direct To Consumer,10351669201,10,10/5/2013,1,Very Satisfied
6/17/2013,Air Conditioning,AZ,1,5,5,5,5,5,4,5,5,Renewal,10241617505,10,10/5/2013,1,Very Satisfied
6/26/2013,M,AR,1,NA,NA,NA,NA,NA,NA,5,NA,Renewal,10272114804,10,10/5/2013,1,Very Satisfied
6/27/2013,Plumbing,AR,1,4,4,4,4,4,4,4,2,Real Estate,10354168101,9,10/5/2013,1,Satisfied
8/13/2013,Plumbing,VA,1,5,5,4,4,5,4,5,5,Renewal,10271598004,9,10/5/2013,1,Very Satisfied
8/26/2013,Appliance,WV,2,4,1,1,4,4,1,1,1,Real Estate,10354440301,1,10/5/2013,1,Very Dissatisfied
8/30/2013,Air Conditioning,TX,1,NA,NA,NA,NA,NA,NA,5,NA,Renewal,10324924002,10,10/5/2013,1,Very Satisfied
1/2/2013,Appliance,OH,1,5,5,1,5,5,3,4,5,Renewal,10015472408,10,10/6/2013,1,Satisfied
1/4/2013,Plumbing,TX,1,2,2,2,5,5,2,5,2,Renewal,10050048310,0,10/6/2013,1,Very Satisfied
3/18/2013,Air Conditioning,TX,1,5,5,5,5,5,5,5,5,Renewal,10321703002,9,10/6/2013,1,Very Satisfied
3/28/2013,Air Conditioning,TX,1,NA,NA,NA,NA,NA,NA,5,5,Renewal,10243870905,10,10/6/2013,1,Very Satisfied
4/15/2013,Plumbing,MS,1,5,3,3,2,2,2,3,4,Renewal,10268407004,8,10/6/2013,1,Neutral
4/27/2013,Air Conditioning,TX,2,5,1,1,1,1,1,1,1,Renewal,10324261302,0,10/6/2013,1,Very Dissatisfied
5/18/2013,Appliance,AZ,1,5,4,3,3,3,4,4,4,Renewal,10266278704,8,10/6/2013,1,Satisfied
5/20/2013,Air Conditioning,CA,2,5,9,9,5,5,9,5,5,Direct To Consumer,10351701701,0,10/6/2013,1,Very Satisfied
5/20/2013,Air Conditioning,TX,1,3,4,4,4,4,4,4,4,Renewal,10050060008,7,10/6/2013,1,Satisfied
6/12/2013,Plumbing,CA,2,5,4,1,9,9,2,1,1,Direct To Consumer,10351854501,4,10/6/2013,1,Very Dissatisfied
7/15/2013,Air Conditioning,FL,1,5,4,5,5,5,3,5,5,Direct To Consumer,10351684601,10,10/6/2013,1,Very Satisfied
9/11/2013,Electrical,TX,1,5,5,5,5,5,5,5,4,Renewal,10050061213,5,10/6/2013,1,Very Satisfied
1/2/2013,Air Conditioning,CA,1,5,5,5,5,5,5,5,5,Renewal,10300278503,9,10/7/2013,1,Very Satisfied
1/23/2013,Appliance,WV,1,5,5,5,5,5,5,5,5,Renewal,10315243002,10,10/7/2013,1,Very Satisfied
1/30/2013,Air Conditioning,CA,2,5,4,1,2,2,3,2,4,Renewal,10325025102,6,10/7/2013,1,Dissatisfied
2/7/2013,Plumbing,AZ,1,5,4,5,5,5,1,5,5,Renewal,10276059604,10,10/7/2013,1,Very Satisfied
3/29/2013,Air Conditioning,VA,1,5,5,5,5,5,5,5,5,Direct To Consumer,10352050901,10,10/7/2013,1,Very Satisfied
4/3/2013,M,NV,1,5,3,1,1,1,1,4,3,Renewal,10195556811,7,10/7/2013,1,Satisfied
4/7/2013,Air Conditioning,NV,2,5,5,5,9,9,5,5,5,Renewal,10244039805,10,10/7/2013,1,Very Satisfied
5/19/2013,Air Conditioning,MS,1,5,4,5,5,5,4,5,4,Renewal,10271547704,8,10/7/2013,1,Very Satisfied
5/27/2013,Air Conditioning,TX,1,4,4,4,4,5,3,4,4,Real Estate,10355292001,8,10/7/2013,1,Satisfied
6/7/2013,Garage Door Opener,TX,1,NA,NA,NA,NA,NA,NA,5,NA,Real Estate,10353077801,10,10/7/2013,1,Very Satisfied
6/26/2013,Pool or Spa,CA,2,2,3,1,2,2,2,2,3,Real Estate,10353919001,3,10/7/2013,1,Dissatisfied
7/11/2013,Air Conditioning,TX,2,3,2,4,4,5,3,5,4,Renewal,10299216703,8,10/7/2013,1,Very Satisfied
7/24/2013,Air Conditioning,NM,1,5,5,5,5,5,4,5,5,Renewal,10010087810,10,10/7/2013,1,Very Satisfied
8/3/2013,Plumbing,CA,1,5,5,5,9,5,5,5,5,Direct To Consumer,10350868901,9,10/7/2013,1,Very Satisfied
8/5/2013,M,MD,1,5,5,5,5,5,5,5,5,Renewal,10257023704,10,10/7/2013,1,Very Satisfied
8/22/2013,Appliance,CA,1,5,5,5,5,5,5,5,5,Renewal,10298203103,10,10/7/2013,1,Very Satisfied
9/30/2013,M,NV,1,5,9,9,9,9,3,3,5,Renewal,10195556908,8,10/7/2013,1,Neutral
10/6/2013,Plumbing,CA,1,5,5,5,5,5,5,5,5,Renewal,10270610804,9,10/7/2013,1,Very Satisfied
1/15/2013,Air Conditioning,AZ,2,3,3,3,1,3,1,3,4,Direct To Consumer,10352069001,5,10/8/2013,1,Neutral
1/18/2013,Appliance,CA,1,5,5,5,5,5,5,5,5,Renewal,10244148505,10,10/8/2013,1,Very Satisfied
1/21/2013,Appliance,CA,1,4,1,4,5,5,1,3,3,Renewal,10275566204,6,10/8/2013,1,Neutral
4/16/2013,M,CA,1,4,3,4,4,4,4,3,5,Renewal,10166685511,8,10/8/2013,1,Neutral
4/22/2013,Garage Door Opener,TX,1,5,3,5,5,5,9,5,4,Renewal,10318460402,9,10/8/2013,1,Very Satisfied
5/8/2013,Appliance,CA,1,3,3,4,5,5,4,1,5,Renewal,10164877313,7,10/8/2013,1,Very Dissatisfied
5/9/2013,Electrical,TX,2,5,5,5,5,5,5,3,1,Renewal,10077308306,0,10/8/2013,1,Neutral
5/11/2013,Appliance,TX,2,NA,NA,NA,NA,NA,NA,2,4,Renewal,10050124209,5,10/8/2013,1,Dissatisfied
6/26/2013,Air Conditioning,MI,2,5,5,5,5,5,5,5,5,Renewal,10273955204,10,10/8/2013,1,Very Satisfied
7/9/2013,Air Conditioning,FL,2,5,5,4,4,3,1,2,3,Direct To Consumer,10351963401,4,10/8/2013,1,Dissatisfied
7/16/2013,Plumbing,NE,1,5,5,5,5,5,5,5,5,Renewal,10299775903,10,10/8/2013,1,Very Satisfied
7/18/2013,M,NC,1,5,5,5,5,5,5,5,5,Renewal,10206144306,10,10/8/2013,1,Very Satisfied
7/22/2013,Plumbing,CA,1,NA,NA,NA,NA,NA,NA,9,NA,Real Estate,10354493401,2,10/8/2013,1,Very Dissatisfied
7/25/2013,Air Conditioning,TX,1,5,5,5,5,5,4,5,5,Renewal,10050121009,8,10/8/2013,1,Very Satisfied
8/12/2013,Air Conditioning,TX,1,2,3,3,2,2,3,2,2,Direct To Consumer,10353282701,5,10/8/2013,1,Dissatisfied
9/22/2013,Pool or Spa,CA,1,5,4,4,4,4,3,5,5,Real Estate,10354475801,9,10/8/2013,1,Very Satisfied
10/16/2013,Electrical,CA,2,4,9,9,9,9,9,9,3,Renewal,10164547720,7,10/8/2013,1,Very Dissatisfied
1/1/2013,Appliance,NV,1,5,5,5,5,5,5,5,5,Renewal,10194575107,10,10/9/2013,1,Very Satisfied
1/2/2013,Plumbing,SC,1,5,5,5,5,5,5,5,5,Direct To Consumer,10351993301,10,10/9/2013,1,Very Satisfied
3/14/2013,Appliance,MD,1,4,1,3,3,3,1,2,2,Renewal,10228562403,3,10/9/2013,1,Dissatisfied
6/6/2013,Air Conditioning,TX,1,1,1,5,5,5,1,1,1,Renewal,10049632008,0,10/9/2013,1,Very Dissatisfied
6/18/2013,Garage Door Opener,TX,1,1,5,5,5,5,9,5,4,Renewal,10238645605,9,10/9/2013,1,Very Satisfied
7/6/2013,Air Conditioning,AZ,2,4,4,4,5,5,5,4,5,Real Estate,10355708101,9,10/9/2013,1,Satisfied
1/2/2013,M,AZ,1,4,5,5,5,5,5,5,5,Renewal,10097123119,9,10/10/2013,1,Very Satisfied
1/7/2013,Air Conditioning,CA,2,4,1,1,1,1,4,1,1,Real Estate,10354832001,0,10/10/2013,1,Very Dissatisfied
1/8/2013,Plumbing,CA,1,5,5,5,5,5,5,5,5,Real Estate,10243586401,10,10/10/2013,1,Very Satisfied
1/23/2013,Air Conditioning,VA,1,5,5,4,3,4,4,5,3,Real Estate,10352618601,9,10/10/2013,1,Very Satisfied
2/6/2013,Plumbing,AZ,1,5,5,5,5,5,5,5,5,Renewal,10300509403,10,10/10/2013,1,Very Satisfied
2/6/2013,M,TN,1,4,5,2,3,3,4,4,4,Renewal,10325216002,8,10/10/2013,1,Satisfied
2/7/2013,Appliance,CA,2,3,5,1,9,1,5,2,2,Renewal,10325165602,4,10/10/2013,1,Dissatisfied
2/7/2013,M,NV,2,5,5,2,4,2,2,2,4,Renewal,10233300705,8,10/10/2013,1,Dissatisfied
2/27/2013,Appliance,OH,2,3,5,1,2,5,1,1,1,Renewal,10244770405,4,10/10/2013,1,Very Dissatisfied
2/28/2013,Plumbing,MD,1,5,NA,NA,NA,NA,NA,5,5,Direct To Consumer,10351952201,10,10/10/2013,1,Very Satisfied
3/8/2013,Appliance,CA,1,4,3,4,4,4,1,2,3,Renewal,10325179202,6,10/10/2013,1,Dissatisfied
3/20/2013,M,TX,1,5,5,5,5,4,9,5,5,Renewal,10231470005,7,10/10/2013,1,Very Satisfied
4/9/2013,Air Conditioning,MS,2,5,5,5,5,5,5,1,5,Renewal,10295216903,9,10/10/2013,1,Very Dissatisfied
4/22/2013,Plumbing,TX,1,5,5,5,5,5,5,5,5,Renewal,10271176804,10,10/10/2013,1,Very Satisfied
5/1/2013,Air Conditioning,OK,1,4,4,4,4,4,3,4,3,Renewal,10323486302,7,10/10/2013,1,Satisfied
5/17/2013,Appliance,GA,2,1,1,1,1,1,1,1,1,Renewal,10323377102,1,10/10/2013,1,Very Dissatisfied
6/3/2013,Appliance,NV,1,3,2,2,3,2,2,2,3,Direct To Consumer,10352066201,5,10/10/2013,1,Dissatisfied
6/10/2013,Pool or Spa,CA,2,2,3,3,9,3,1,2,5,Renewal,10167197910,9,10/10/2013,1,Dissatisfied
6/30/2013,Plumbing,TX,1,5,5,5,5,5,9,5,5,Renewal,10324647002,10,10/10/2013,1,Very Satisfied
8/17/2013,Appliance,NC,1,4,2,4,3,2,2,4,3,Renewal,10205549507,5,10/10/2013,1,Satisfied
9/11/2013,Pool or Spa,TX,1,NA,NA,NA,NA,NA,NA,4,NA,Real Estate,10354327901,8,10/10/2013,1,Satisfied
1/6/2013,Air Conditioning,OR,1,3,1,3,5,5,1,1,1,Renewal,10269794904,3,10/11/2013,1,Very Dissatisfied
1/15/2013,Air Conditioning,TX,1,1,1,3,3,3,1,2,3,Direct To Consumer,10354930901,4,10/11/2013,1,Dissatisfied
1/19/2013,Plumbing,VA,1,5,5,5,5,4,3,5,5,Renewal,10325288602,9,10/11/2013,1,Very Satisfied
1/19/2013,Appliance,TX,1,5,5,5,5,5,4,5,5,Renewal,10272096704,10,10/11/2013,1,Very Satisfied
1/23/2013,Plumbing,AZ,1,5,5,5,5,5,5,5,5,Renewal,10321083802,10,10/11/2013,1,Very Satisfied
1/30/2013,Plumbing,AZ,1,5,4,3,3,2,2,3,3,Renewal,10097597410,6,10/11/2013,1,Neutral
2/27/2013,Garage Door Opener,TN,1,5,5,5,5,5,4,5,5,Renewal,10067860910,9,10/11/2013,1,Very Satisfied
2/28/2013,Plumbing,CA,1,2,1,1,1,1,1,3,1,Renewal,10167105711,1,10/11/2013,1,Neutral
3/6/2013,Air Conditioning,TX,1,5,5,5,5,5,3,4,5,Renewal,10324650802,9,10/11/2013,1,Satisfied
3/12/2013,M,AZ,1,5,9,3,3,2,2,5,5,Direct To Consumer,10350481001,9,10/11/2013,1,Very Satisfied
4/22/2013,Appliance,CA,1,1,1,1,1,1,1,1,1,Direct To Consumer,10354937101,0,10/11/2013,1,Very Dissatisfied
5/31/2013,Plumbing,TX,1,5,5,5,5,5,5,5,5,Renewal,10050113616,10,10/11/2013,1,Very Satisfied
6/8/2013,Appliance,NC,1,4,5,5,5,5,5,5,4,Direct To Consumer,10352126601,8,10/11/2013,1,Very Satisfied
6/10/2013,M,TX,1,5,5,5,5,5,5,5,5,Renewal,10272162404,10,10/11/2013,1,Very Satisfied
7/24/2013,Air Conditioning,AZ,1,NA,NA,NA,NA,NA,NA,1,NA,Renewal,10097389613,1,10/11/2013,1,Very Dissatisfied
8/10/2013,Air Conditioning,TX,1,4,1,1,2,2,3,4,5,Renewal,10244930305,10,10/11/2013,1,Satisfied
8/10/2013,Appliance,NV,1,5,5,5,5,5,5,5,5,Renewal,10299039503,10,10/11/2013,1,Very Satisfied
9/17/2013,Appliance,AZ,1,5,5,5,5,5,5,5,5,Renewal,10272525904,10,10/11/2013,1,Very Satisfied
